DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,MODULE_TEMPERATURE,HOUR,MINUTE
2020-05-15 17:00:00,2067.857143,202.6857143,5637.142857,36.82670364,17,0
2020-05-15 17:15:00,2011.375,197.1875,5687.75,35.8522074,17,15
2020-05-15 17:30:00,1091.0,106.0666667,5719.0,34.3384004,17,30
2020-05-15 17:45:00,485.875,47.0125,5739.75,31.54853933,17,45
2020-05-15 18:00:00,264.0,25.48571429,5749.285714,30.225331,18,0
2020-05-15 18:15:00,78.28571429,7.542857143,5753.142857,28.6825074,18,15
2020-05-15 18:30:00,0.0,0.0,5754.0,27.28599227,18,30
2020-05-15 18:45:00,0.0,0.0,5754.0,25.96194653,18,45
2020-05-15 19:00:00,0.0,0.0,5754.0,25.38531307,19,0
2020-05-15 19:15:00,0.0,0.0,5754.0,25.2008464,19,15
2020-05-15 19:30:00,0.0,0.0,5754.0,25.74526773,19,30
2020-05-15 19:45:00,0.0,0.0,5754.0,22.5114056,19,45
2020-05-15 20:00:00,0.0,0.0,5754.0,20.29072571,20,0
2020-05-15 20:15:00,0.0,0.0,5754.0,20.73659667,20,15
2020-05-15 20:30:00,0.0,0.0,5754.0,20.37541693,20,30
2020-05-15 20:45:00,0.0,0.0,5754.0,20.31280513,20,45
2020-05-15 21:00:00,0.0,0.0,5754.0,20.6512674,21,0
2020-05-15 21:15:00,0.0,0.0,5754.0,20.6320862,21,15
2020-05-15 21:30:00,0.0,0.0,5754.0,20.75869967,21,30
2020-05-15 21:45:00,0.0,0.0,5754.0,20.91441667,21,45
2020-05-15 22:00:00,0.0,0.0,5754.0,20.89570393,22,0
2020-05-15 22:15:00,0.0,0.0,5754.0,20.73218587,22,15
2020-05-15 22:30:00,0.0,0.0,5754.0,20.82985207,22,30
2020-05-15 22:45:00,0.0,0.0,5754.0,21.07227567,22,45
2020-05-15 23:00:00,0.0,0.0,5754.0,21.24131654,23,0
2020-05-16 02:00:00,0.0,0.0,0.0,20.072144,2,0
2020-05-16 02:15:00,0.0,0.0,0.0,19.9192038,2,15
2020-05-16 02:30:00,0.0,0.0,0.0,19.59269193,2,30
2020-05-16 02:45:00,0.0,0.0,0.0,19.6248698,2,45
2020-05-16 03:00:00,0.0,0.0,0.0,20.06520593,3,0
2020-05-16 03:15:00,0.0,0.0,0.0,20.11216013,3,15
2020-05-16 03:30:00,0.0,0.0,0.0,20.351884,3,30
2020-05-16 03:45:00,0.0,0.0,0.0,20.50589407,3,45
2020-05-16 04:00:00,0.0,0.0,0.0,20.81391043,4,0
2020-05-16 04:15:00,0.0,0.0,0.0,20.71264033,4,15
2020-05-16 04:30:00,0.0,0.0,0.0,20.72603773,4,30
2020-05-16 04:45:00,0.0,0.0,0.0,20.79640287,4,45
2020-05-16 05:00:00,0.0,0.0,0.0,20.6822592,5,0
2020-05-16 05:15:00,0.0,0.0,0.0,20.47236933,5,15
2020-05-16 05:30:00,0.0,0.0,0.0,20.76019287,5,30
2020-05-16 05:45:00,0.0,0.0,0.0,20.5434348,5,45
2020-05-16 06:00:00,49.28571429,4.757142857,0.0,20.25681407,6,0
2020-05-16 06:15:00,309.0,29.8625,3.875,20.4303872,6,15
2020-05-16 06:30:00,651.7142857,63.12857143,15.14285714,21.195638,6,30
2020-05-16 06:45:00,1054.375,102.475,36.125,22.18941033,6,45
2020-05-16 07:00:00,1458.571429,142.2857143,66.28571429,23.1112346,7,0
2020-05-16 07:15:00,1852.625,181.6,106.375,24.24170127,7,15
2020-05-16 07:30:00,2322.142857,227.7,157.4285714,25.66848753,7,30
2020-05-16 07:45:00,3222.0,316.5,223.625,27.93747607,7,45
2020-05-16 08:00:00,3960.0,389.1142857,315.2857143,30.79129613,8,0
2020-05-16 08:15:00,4544.5,446.125,420.0,33.0092104,8,15
2020-05-16 08:30:00,5652.0,553.9,542.1428571,36.6061888,8,30
2020-05-16 08:45:00,6135.75,601.1875,689.25,38.89201073,8,45
2020-05-16 09:00:00,5922.0,580.2714286,838.1428571,38.70590013,9,0
2020-05-16 09:15:00,5344.571429,524.0571429,962.0,39.34378447,9,15
2020-05-16 09:30:00,5574.875,546.3875,1099.0,39.87995233,9,30
2020-05-16 09:45:00,6790.285714,665.0571429,1247.142857,41.82566533,9,45
2020-05-16 10:00:00,8004.75,783.4875,1437.25,46.07265193,10,0
2020-05-16 10:15:00,7432.0,727.6142857,1618.857143,44.468571,10,15
2020-05-16 10:30:00,9595.875,938.45,1826.125,48.962665,10,30
2020-05-16 10:45:00,8451.0,826.7571429,2066.285714,50.154118,10,45
2020-05-16 11:00:00,8442.25,826.1375,2264.5,49.15606887,11,0
2020-05-16 11:15:00,7019.714286,687.3714286,2457.428571,48.12385467,11,15
2020-05-16 11:30:00,7335.25,718.15,2639.0,46.51825533,11,30
2020-05-16 11:45:00,9031.857143,883.5285714,2832.142857,47.0438902,11,45
2020-05-16 12:00:00,8473.875,829.2125,3048.5,50.09181933,12,0
2020-05-16 12:15:00,6788.571429,664.8714286,3237.571429,48.67528186,12,15
2020-05-16 12:30:00,10307.0,1007.65,3450.125,50.44957047,12,30
2020-05-16 12:45:00,11209.0,1095.285714,3711.857143,54.23274553,12,45
2020-05-16 13:00:00,9043.625,884.5875,3956.625,52.8518024,13,0
2020-05-16 13:15:00,10393.42857,1016.014286,4195.0,52.0534832,13,15
2020-05-16 13:30:00,9071.142857,887.3428571,4425.142857,49.747872,13,30
2020-05-16 13:45:00,6833.625,669.1625,4612.5,47.2997298,13,45
2020-05-16 14:00:00,6122.571429,599.8142857,4787.285714,46.57489593,14,0
2020-05-16 14:15:00,7788.625,762.4125,4947.5,47.82889013,14,15
2020-05-16 14:30:00,6779.285714,663.9714286,5136.0,48.35548621,14,30
2020-05-16 14:45:00,6980.125,683.6,5305.625,46.20359727,14,45
2020-05-16 15:00:00,6886.571429,674.4571429,5473.857143,45.77020907,15,0
2020-05-16 15:15:00,5465.375,535.75,5629.125,45.84053753,15,15
2020-05-16 15:30:00,4726.571429,463.8285714,5757.571429,43.17009267,15,30
2020-05-16 15:45:00,3639.625,357.725,5858.75,39.81443887,15,45
2020-05-16 16:00:00,3143.285714,308.8571429,5942.285714,37.712012,16,0
2020-05-16 16:15:00,2653.125,260.1875,6012.5,36.30115747,16,15
2020-05-16 16:30:00,2414.571429,236.7571429,6075.0,35.77269607,16,30
2020-05-16 16:45:00,2080.25,203.9375,6129.75,34.78123607,16,45
2020-05-16 17:00:00,1837.0,180.0571429,6179.0,33.73915807,17,0
2020-05-16 17:15:00,1515.714286,148.0285714,6217.0,32.7458964,17,15
2020-05-16 17:30:00,1112.75,108.175,6250.25,31.59976787,17,30
2020-05-16 17:45:00,714.0,69.2,6272.571429,30.12416173,17,45
2020-05-16 18:00:00,373.625,36.1,6285.5,28.36227433,18,0
2020-05-16 18:15:00,120.1428571,11.6,6291.428571,26.94033807,18,15
2020-05-16 18:30:00,0.0,0.0,6292.0,25.9079486,18,30
2020-05-16 18:45:00,0.0,0.0,6292.0,25.50321853,18,45
2020-05-16 19:00:00,0.0,0.0,6292.0,25.37907214,19,0
2020-05-16 19:15:00,0.0,0.0,6292.0,25.1996236,19,15
2020-05-16 19:30:00,0.0,0.0,6292.0,25.1651774,19,30
2020-05-16 19:45:00,0.0,0.0,6292.0,24.9509702,19,45
2020-05-16 20:00:00,0.0,0.0,6292.0,24.4972452,20,0
2020-05-16 20:15:00,0.0,0.0,6292.0,24.07971407,20,15
2020-05-16 20:30:00,0.0,0.0,6292.0,23.82730513,20,30
2020-05-16 20:45:00,0.0,0.0,6292.0,23.62220114,20,45
2020-05-16 21:00:00,0.0,0.0,6292.0,23.32152507,21,0
2020-05-16 21:15:00,0.0,0.0,6292.0,22.952588,21,15
2020-05-16 21:30:00,0.0,0.0,6292.0,22.64899693,21,30
2020-05-16 21:45:00,0.0,0.0,6292.0,22.43270273,21,45
2020-05-16 22:00:00,0.0,0.0,6292.0,22.2860412,22,0
2020-05-16 22:15:00,0.0,0.0,6292.0,22.0829142,22,15
2020-05-16 22:30:00,0.0,0.0,6292.0,21.97715853,22,30
2020-05-16 22:45:00,0.0,0.0,6292.0,22.05269729,22,45
2020-05-16 23:00:00,0.0,0.0,6292.0,22.18635247,23,0
2020-05-16 23:15:00,0.0,0.0,6292.0,22.2029236,23,15
2020-05-16 23:30:00,0.0,0.0,6292.0,22.11262207,23,30
2020-05-16 23:45:00,0.0,0.0,6292.0,21.81421107,23,45
2020-05-17 00:00:00,0.0,0.0,0.0,21.63149,0,0
2020-05-17 00:15:00,0.0,0.0,0.0,21.6482788,0,15
2020-05-17 00:30:00,0.0,0.0,0.0,21.48822633,0,30
2020-05-17 00:45:00,0.0,0.0,0.0,21.51564464,0,45
2020-05-17 01:00:00,0.0,0.0,0.0,21.53955707,1,0
2020-05-17 01:15:00,0.0,0.0,0.0,21.39526567,1,15
2020-05-17 01:30:00,0.0,0.0,0.0,21.87146944,1,30
2020-05-17 01:45:00,0.0,0.0,0.0,21.64628907,1,45
2020-05-17 02:00:00,0.0,0.0,0.0,21.33722527,2,0
2020-05-17 02:15:00,0.0,0.0,0.0,21.35768833,2,15
2020-05-17 02:30:00,0.0,0.0,0.0,21.38264987,2,30
2020-05-17 02:45:00,0.0,0.0,0.0,21.25517264,2,45
2020-05-17 03:00:00,0.0,0.0,0.0,21.50079127,3,0
2020-05-17 03:15:00,0.0,0.0,0.0,21.4639018,3,15
2020-05-17 03:30:00,0.0,0.0,0.0,20.87708947,3,30
2020-05-17 03:45:00,0.0,0.0,0.0,20.8091066,3,45
2020-05-17 04:00:00,0.0,0.0,0.0,20.7552002,4,0
2020-05-17 04:15:00,0.0,0.0,0.0,20.88553047,4,15
2020-05-17 04:30:00,0.0,0.0,0.0,21.15483607,4,30
2020-05-17 04:45:00,0.0,0.0,0.0,21.0750916,4,45
2020-05-17 05:00:00,0.0,0.0,0.0,20.84764007,5,0
2020-05-17 05:15:00,0.0,0.0,0.0,20.91312521,5,15
2020-05-17 05:30:00,0.0,0.0,0.0,21.07022893,5,30
2020-05-17 05:45:00,0.0,0.0,0.0,21.22639153,5,45
2020-05-17 06:00:00,0.0,0.0,0.0,21.41633907,6,0
2020-05-17 06:15:00,107.75,10.4,1.25,21.68954673,6,15
2020-05-17 06:30:00,404.0,39.08571429,7.142857143,21.89033827,6,30
2020-05-17 06:45:00,806.5,78.2625,21.125,22.59763193,6,45
2020-05-17 07:00:00,1285.714286,125.0714286,46.28571429,23.8324564,7,0
2020-05-17 07:15:00,2299.5,225.45,90.25,25.83404733,7,15
2020-05-17 07:30:00,2690.571429,264.1714286,148.7142857,27.4991695,7,30
2020-05-17 07:45:00,4089.25,401.4875,234.0,30.97835493,7,45
2020-05-17 08:00:00,4942.285714,484.5571429,349.4285714,34.63271467,8,0
2020-05-17 08:15:00,4916.5,482.1,469.375,37.81797673,8,15
2020-05-17 08:30:00,5129.714286,502.9428571,588.5714286,40.32618213,8,30
2020-05-17 08:45:00,7185.5,703.6125,738.875,44.45619293,8,45
2020-05-17 09:00:00,6370.571429,624.1142857,919.1428571,48.176432,9,0
2020-05-17 09:15:00,6686.5,654.9125,1060.875,45.11740971,9,15
2020-05-17 09:30:00,7851.285714,768.5,1252.714286,46.90497853,9,30
2020-05-17 09:45:00,9423.0,921.6428571,1448.571429,49.9406148,9,45
2020-05-17 10:00:00,9109.875,891.125,1679.375,52.08946933,10,0
2020-05-17 10:15:00,9028.142857,883.1857143,1888.714286,48.93250113,10,15
2020-05-17 10:30:00,10591.75,1034.7125,2128.25,50.7184002,10,30
2020-05-17 10:45:00,11416.42857,1114.814286,2397.714286,55.4462772,10,45
2020-05-17 11:00:00,10873.0,1061.1125,2663.5,55.28936173,11,0
2020-05-17 11:15:00,10160.14286,991.8285714,2945.142857,60.20856953,11,15
2020-05-17 11:30:00,11116.75,1085.0125,3217.5,63.14558157,11,30
2020-05-17 11:45:00,9632.571429,940.7142857,3483.0,61.8019916,11,45
2020-05-17 12:00:00,5715.125,560.1125,3653.375,56.10107627,12,0
2020-05-17 12:15:00,10496.14286,1025.042857,3836.857143,55.0942282,12,15
2020-05-17 12:30:00,6903.5,675.25,4067.0,56.4158632,12,30
2020-05-17 12:45:00,10640.14286,1038.528571,4279.142857,56.55667753,12,45
2020-05-17 13:00:00,7081.5,692.2125,4515.0,53.80755813,13,0
2020-05-17 13:15:00,7458.714286,729.1571429,4636.714286,43.3909484,13,15
2020-05-17 13:30:00,9721.0,949.325,4895.375,54.2896504,13,30
2020-05-17 13:45:00,8383.0,819.4285714,5088.428571,52.02791714,13,45
2020-05-17 14:00:00,8658.0,845.6625,5324.125,55.32990507,14,0
2020-05-17 14:15:00,4452.428571,437.0571429,5459.714286,47.85390453,14,15
2020-05-17 14:30:00,3039.857143,298.3571429,5545.857143,44.90596927,14,30
2020-05-17 14:45:00,9126.625,892.575,5698.375,47.63582767,14,45
2020-05-17 15:00:00,8998.857143,880.3428571,5937.285714,54.05481967,15,0
2020-05-17 15:15:00,7191.375,704.175,6119.125,49.98867167,15,15
2020-05-17 15:30:00,7316.571429,716.2142857,6303.0,49.41860521,15,30
2020-05-17 15:45:00,4029.875,395.8,6429.75,43.38971593,15,45
2020-05-17 16:00:00,5536.0,542.3142857,6562.428571,44.04532647,16,0
2020-05-17 16:15:00,4098.857143,402.3285714,6669.857143,39.52693836,16,15
2020-05-17 16:30:00,3730.0,365.9857143,6764.142857,36.2766234,16,30
2020-05-17 16:45:00,3425.125,336.4875,6857.75,35.6045024,16,45
2020-05-17 17:00:00,1892.142857,185.4857143,6923.142857,32.94330453,17,0
2020-05-17 17:15:00,1564.875,153.125,6965.25,30.6336732,17,15
2020-05-17 17:30:00,1279.571429,124.4857143,7000.714286,29.47836743,17,30
2020-05-17 17:45:00,797.25,77.3125,7026.75,27.917517,17,45
2020-05-17 18:00:00,277.8571429,26.84285714,7039.0,26.4137554,18,0
2020-05-17 18:15:00,108.125,10.425,7043.75,25.3737672,18,15
2020-05-17 18:30:00,0.0,0.0,7045.0,25.04768067,18,30
2020-05-17 18:45:00,0.0,0.0,7045.0,24.61709587,18,45
2020-05-17 19:00:00,0.0,0.0,7045.0,24.0412028,19,0
2020-05-17 19:15:00,0.0,0.0,7045.0,24.02473347,19,15
2020-05-17 19:30:00,0.0,0.0,7045.0,24.07766727,19,30
2020-05-17 19:45:00,0.0,0.0,7045.0,24.16028707,19,45
2020-05-17 20:00:00,0.0,0.0,7045.0,24.32260127,20,0
2020-05-17 20:15:00,0.0,0.0,7045.0,23.83279847,20,15
2020-05-17 20:30:00,0.0,0.0,7045.0,23.78933507,20,30
2020-05-17 20:45:00,0.0,0.0,7045.0,24.1300782,20,45
2020-05-17 21:00:00,0.0,0.0,7045.0,24.566923,21,0
2020-05-17 21:15:00,0.0,0.0,7045.0,21.09329027,21,15
2020-05-17 21:30:00,0.0,0.0,7045.0,20.427958,21,30
2020-05-17 21:45:00,0.0,0.0,7045.0,20.37712093,21,45
2020-05-17 22:00:00,0.0,0.0,7045.0,20.449766,22,0
2020-05-17 22:15:00,0.0,0.0,7045.0,20.511558,22,15
2020-05-17 22:30:00,0.0,0.0,7045.0,20.63365873,22,30
2020-05-17 22:45:00,0.0,0.0,7045.0,20.69088327,22,45
2020-05-17 23:00:00,0.0,0.0,7045.0,20.5905884,23,0
2020-05-17 23:15:00,0.0,0.0,7045.0,20.6353922,23,15
2020-05-17 23:30:00,0.0,0.0,7045.0,20.63249327,23,30
2020-05-17 23:45:00,0.0,0.0,7045.0,20.56311471,23,45
2020-05-18 00:00:00,0.0,0.0,0.0,20.59939973,0,0
2020-05-18 00:15:00,0.0,0.0,0.0,20.47596227,0,15
2020-05-18 00:30:00,0.0,0.0,0.0,20.531305,0,30
2020-05-18 00:45:00,0.0,0.0,0.0,20.53331707,0,45
2020-05-18 01:00:00,0.0,0.0,0.0,20.48064787,1,0
2020-05-18 01:15:00,0.0,0.0,0.0,20.38562407,1,15
2020-05-18 01:30:00,0.0,0.0,0.0,20.376831,1,30
2020-05-18 01:45:00,0.0,0.0,0.0,20.3931762,1,45
2020-05-18 02:00:00,0.0,0.0,0.0,20.333884,2,0
2020-05-18 02:15:00,0.0,0.0,0.0,20.224764,2,15
2020-05-18 02:30:00,0.0,0.0,0.0,20.224632,2,30
2020-05-18 02:45:00,0.0,0.0,0.0,20.25803233,2,45
2020-05-18 03:00:00,0.0,0.0,0.0,20.34683027,3,0
2020-05-18 03:15:00,0.0,0.0,0.0,20.8456686,3,15
2020-05-18 03:30:00,0.0,0.0,0.0,21.00739133,3,30
2020-05-18 03:45:00,0.0,0.0,0.0,20.86159873,3,45
2020-05-18 04:00:00,0.0,0.0,0.0,20.88282673,4,0
2020-05-18 04:15:00,0.0,0.0,0.0,20.36523033,4,15
2020-05-18 04:30:00,0.0,0.0,0.0,19.75568707,4,30
2020-05-18 04:45:00,0.0,0.0,0.0,19.47753107,4,45
2020-05-18 05:00:00,0.0,0.0,0.0,19.77851767,5,0
2020-05-18 05:15:00,0.0,0.0,0.0,20.065865,5,15
2020-05-18 05:30:00,0.0,0.0,0.0,20.01042267,5,30
2020-05-18 05:45:00,0.0,0.0,0.0,19.97623313,5,45
2020-05-18 06:00:00,72.625,7.025,0.125,20.28832387,6,0
2020-05-18 06:15:00,364.1428571,35.18571429,5.0,20.859558,6,15
2020-05-18 06:30:00,712.375,69.0375,17.75,21.56044657,6,30
2020-05-18 06:45:00,1076.857143,104.6714286,40.0,22.11884373,6,45
2020-05-18 07:00:00,1603.0,156.775,71.75,23.14069627,7,0
2020-05-18 07:15:00,2525.285714,247.6571429,121.7142857,25.31902047,7,15
2020-05-18 07:30:00,3099.25,304.3625,194.75,28.3609558,7,30
2020-05-18 07:45:00,1606.571429,157.0571429,253.4285714,29.0602518,7,45
2020-05-18 08:00:00,1185.142857,115.2285714,284.1428571,26.9630168,8,0
2020-05-18 08:15:00,1301.75,126.6375,313.5,26.20634773,8,15
2020-05-18 08:30:00,1721.857143,168.6857143,351.2857143,26.8290996,8,30
2020-05-18 08:45:00,1818.75,178.25,394.75,27.599182,8,45
2020-05-18 09:00:00,1697.285714,166.3428571,439.5714286,27.86075853,9,0
2020-05-18 09:15:00,1647.0,161.4,479.375,27.50717767,9,15
2020-05-18 09:30:00,1424.571429,138.8,517.7142857,27.19713127,9,30
2020-05-18 09:45:00,1474.25,143.875,551.625,26.63055,9,45
2020-05-18 10:00:00,1665.857143,163.2714286,590.2857143,26.81340947,10,0
2020-05-18 10:15:00,2065.75,202.5125,635.0,27.24008373,10,15
2020-05-18 10:30:00,2999.0,294.5857143,695.4285714,28.83434853,10,30
2020-05-18 10:45:00,5274.875,517.2,795.25,32.96467593,10,45
2020-05-18 11:00:00,5922.714286,580.3857143,936.1428571,37.5372804,11,0
2020-05-18 11:15:00,6454.75,632.325,1092.625,39.55242313,11,15
2020-05-18 11:30:00,4789.857143,469.8285714,1232.428571,38.92812507,11,30
2020-05-18 11:45:00,5844.0,572.65,1359.125,37.6112162,11,45
2020-05-18 12:00:00,7632.857143,747.2571429,1522.714286,41.3690166,12,0
2020-05-18 12:15:00,8024.625,785.4375,1722.75,46.14880593,12,15
2020-05-18 12:30:00,7755.428571,759.2142857,1913.857143,45.97044667,12,30
2020-05-18 12:45:00,7566.285714,740.6428571,2084.714286,44.0610454,12,45
2020-05-18 13:00:00,7234.0,708.325,2270.375,45.00250027,13,0
2020-05-18 13:15:00,8938.714286,874.0285714,2450.0,43.86432764,13,15
2020-05-18 13:30:00,10711.75,1045.7625,2709.125,49.5876018,13,30
2020-05-18 13:45:00,12238.85714,1193.628571,2996.0,52.84501127,13,45
2020-05-18 14:00:00,9339.25,912.65,3275.25,53.9367392,14,0
2020-05-18 14:15:00,4601.142857,451.5571429,3425.857143,42.51535053,14,15
2020-05-18 14:30:00,6379.625,624.9625,3564.375,39.45489507,14,30
2020-05-18 14:45:00,5844.285714,572.6571429,3706.142857,38.819875,14,45
2020-05-18 15:00:00,7249.75,709.9,3875.25,41.94669767,15,0
2020-05-18 15:15:00,7443.142857,728.7428571,4047.571429,42.82454407,15,15
2020-05-18 15:30:00,7063.625,691.7125,4229.75,43.82351471,15,30
2020-05-18 15:45:00,6533.142857,639.9714286,4397.857143,43.05421947,15,45
2020-05-18 16:00:00,5530.25,542.0375,4548.0,40.7451396,16,0
2020-05-18 16:15:00,3755.714286,369.1285714,4665.285714,37.63392773,16,15
2020-05-18 16:30:00,3458.75,340.025,4753.25,34.6317082,16,30
2020-05-18 16:45:00,2627.285714,257.6571429,4828.285714,32.78221633,16,45
2020-05-18 17:00:00,2073.0,203.2428571,4882.428571,30.85439253,17,0
2020-05-18 17:15:00,1556.125,152.0375,4927.0,29.21453033,17,15
2020-05-18 17:30:00,1076.714286,104.6714286,4959.285714,27.81455536,17,30
2020-05-18 17:45:00,690.75,66.95,4980.625,26.49233807,17,45
2020-05-18 18:00:00,357.7142857,34.55714286,4994.142857,25.3468934,18,0
2020-05-18 18:15:00,0.0,0.0,4998.0,24.41195067,18,15
2020-05-18 18:30:00,0.0,0.0,4998.0,23.71588747,18,30
2020-05-18 18:45:00,0.0,0.0,4998.0,23.3245056,18,45
2020-05-18 19:00:00,0.0,0.0,4998.0,23.18553867,19,0
2020-05-18 19:15:00,0.0,0.0,4998.0,23.09755253,19,15
2020-05-18 19:30:00,0.0,0.0,4998.0,23.02815967,19,30
2020-05-18 19:45:00,0.0,0.0,4998.0,22.99632967,19,45
2020-05-18 20:00:00,0.0,0.0,4998.0,22.61223907,20,0
2020-05-18 20:15:00,0.0,0.0,4998.0,21.92688407,20,15
2020-05-18 20:30:00,0.0,0.0,4998.0,21.94336347,20,30
2020-05-18 20:45:00,0.0,0.0,4998.0,21.72869253,20,45
2020-05-18 21:00:00,0.0,0.0,4998.0,21.56317947,21,0
2020-05-18 21:15:00,0.0,0.0,4998.0,21.52640393,21,15
2020-05-18 21:30:00,0.0,0.0,4998.0,21.49699907,21,30
2020-05-18 21:45:00,0.0,0.0,4998.0,21.16139933,21,45
2020-05-18 22:00:00,0.0,0.0,4998.0,20.913444,22,0
2020-05-18 22:15:00,0.0,0.0,4998.0,20.75988114,22,15
2020-05-18 22:30:00,0.0,0.0,4998.0,20.73205367,22,30
2020-05-18 22:45:00,0.0,0.0,4998.0,20.72792367,22,45
2020-05-18 23:00:00,0.0,0.0,4998.0,20.8693136,23,0
2020-05-18 23:15:00,0.0,0.0,4998.0,21.08595573,23,15
2020-05-18 23:30:00,0.0,0.0,4998.0,20.81638587,23,30
2020-05-18 23:45:00,0.0,0.0,4998.0,20.6383708,23,45
